PartId	Sex	Age	Country	Adieu
1247	F	51	BE	0
1248	M	20	CH	
1249	M	65	CH	0
1250	M	23	CH	5
1251	M	19	BE	0
1252	M	20	BE	0
1253	M	40	BE	0
1254	F	18	CH	0
1255	M	21	BE	0
1256	M	30	BE	0
1257	F	54	BE	0
1258	F	75	BE	0
1259	F	38	CH	8
1260	M	37	CH	5
1261	M	73	CH	9
1262	M	21	BE	0
1263	F	23	CH	10
1264	M	33	CH	5
1265	F	40	CH	10
1266	M	46	CH	1
1267	F	51	CH	8
1268	M	66	CH	2
1269	F	72	CH	6
1270	F	22	CH	0
1271	F	22	CH	
1272	F	44	CH	9
1273	F	14	FR	0
1274	F	24	BE	0
1275	F	34	CH	3
1276	F	34	CH	7
1277	M	36	CH	0
1278	F	47	CH	0
1279	M	61	CH	10
1280	M	39	CH	2
1281	F	44	CH	5
1282	M	18	BE	0
1283	M	19	FR	
1284	M	26	CH	5
1285	F	30	FR	0
1286	F	30	FR	
1287	F	32	BE	0
1288	F	32	CH	0
1289	F	37	CH	6
1290	M	40	CH	0
1291	M	50	CH	6
1292	F	53	CH	1
1293	F	31	CH	1
1294	F	22	CH	2
1295	F	31	CH	1
1296	M	22	FR	0
1297	F	40	BE	
1298	F	65	BE	0
1299	F	37	CH	8
1300	F	54	CH	1
1301	M	39	CH	6
1302	M	40	CH	4
1303	M	26	BE	0
1304	M	29	BE	0
1305	M	56	FR	0
1306	F	19	BE	0
1307	M	20	BE	0
1308	F	28	FR	0
1309	M	31	FR	0
1310	M	33	FR	0
1311	F	53	FR	0
1312	M	23	FR	0
1313	F	24	CH	4
1314	M	48	CH	9
1315	F	49	CH	2
1316	M	55	CH	8
1317	F	56	CH	7
1318	F	22	CH	10
1319	M	24	CH	1
1320	M	25	CH	1
1321	M	29	CH	7
1322	M	48	CH	7
1323	F	60	CH	1
1324	M	62	CH	0
1325	F	63	CH	0
1326	F	37	CH	1
1327	F	39	CH	5
1328	F	25	CH	1
1329	F	41	CH	0
1330	M	38	CH	8
1331	F	19	CH	3
1332	F	20	CH	8
1333	M	31	BE	0
1334	M	28	CH	8
1335	M	28	CH	5
1336	M	31	CH	4
1337	M	37	CH	0
1338	F	49	CH	10
1339	F	19	CH	4
1340	M	27	CH	9
1341	M	20	CH	3
1342	F	21	CH	
1343	M	47	CH	0
1344	F	19	CH	1
1345	F	24	CH	6
1346	M	39	CH	8
1347	F	40	CH	
1348	F	41	CH	4
1349	M	66	CH	7
1350	F	35	CH	7
1351	F	36	CH	8
1352	M	64	CH	7
1353	F	69	CH	6
1354	F	56	CH	0
1355	M	28	FR	0
1356	F	32	FR	0
1357	F	36	FR	0
1358	M	35	CH	8
1359	M	35	CH	
1360	F	53	CH	0
1361	M	49	CH	0
1362	M	38	CH	8
1363	F	42	CH	6
1364	F	50	CH	9
1365	F	23	CH	8
1366	M	45	CH	6
1367	F	53	CH	0
1368	F	39	CH	6
1369	M	52	CH	0
1370	M	24	CH	6
1371	F	24	CH	5
1372	F	24	CH	1
1373	M	24	CH	7
1374	F	28	CH	2
1375	F	29	BE	0
1376	F	31	CH	0
1377	F	33	CH	4
1378	M	33	CH	9
1379	F	36	FR	0
1380	F	44	CH	4
1381	F	52	CH	2
1382	M	53	CH	3
1383	M	53	CH	10
1384	M	68	CH	0
1385	M	71	CH	0
1386	F	38	CH	5
1387	F	38	CH	0
1388	M	46	CH	2
1389	M	68	CH	5
1390	F	26	CH	8
1391	M	71	CH	0
1392	F	27	FR	0
1393	F	28	BE	0
1394	M	19	BE	0
1395	F	54	CH	0
1396	F	23	CH	0
1397	F	47	CH	7
1398	F	30	CH	9
1399	M	24	CH	4
1400	M	45	CH	8
1401	F	22	CH	10
1402	F	53	CH	4
1403	M	59	CH	0
1404	M	20	CH	3
1405	F	31	CH	5
1406	M	36	CH	0
1407	F	41	CH	0
1408	F	52	CH	0
1409	F	17	CH	7
1410	F	19	CH	9
1411	F	19	CH	1
1412	F	22	CH	3
1413	M	33	CH	6
1414	M	39	CH	0
1415	F	18	CH	3
1416	M	47	CH	1
1417	F	37	CH	10
1418	F	20	CH	7
1419	M	22	CH	10
1420	M	25	FR	0
1421	F	26	CH	3
1422	F	27	CH	
1423	F	27	CH	1
1424	M	30	CH	10
1425	F	31	CH	3
1426	F	31	CH	6
1427	F	32	CH	5
1428	M	34	CH	3
1429	M	35	CH	5
1430	F	36	CH	0
1431	F	39	CH	0
1432	M	41	CH	0
1433	F	44	CH	0
1434	M	45	CH	2
1435	F	46	CH	0
1436	M	46	CH	0
1437	M	47	CH	4
1438	F	48	CH	0
1439	F	48	CH	0
1440	M	52	CH	0
1441	F	52	CH	1
1442	F	54	CH	0
1443	F	58	CH	3
1444	F	59	CH	2
1445	F	59	CH	0
1446	F	62	CH	0
1447	F	62	CH	1
1448	M	65	CH	0
1449	F	68	CH	10
1450	F	23	BE	0
1451	F	16	CH	0
1452	F	33	CH	3
1453	M	37	CH	3
1454	M	45	CH	2
1455	M	47	CH	1
1456	M	24	CH	4
1457	F	42	CH	0
1458	F	52	CH	0
1459	F	23	CH	7
1460	F	25	CH	6
1461	F	37	CH	3
1462	F	23	CH	3
1463	F	28	CH	10
1464	M	21	CH	10
1465	F	19	CH	10
1466	F	30	CH	3
1467	M	44	CH	3
1468	F	22	CH	2
1469	F	23	CH	7
1470	F	27	CH	5
1471	M	30	CH	7
1472	F	36	CH	2
1473	F	28	CH	0
1474	F	48	CH	1
1475	M	32	FR	0
1476	M	44	FR	2
1477	F	16	CH	3
1478	F	16	CH	
1479	F	16	CH	4
1480	F	17	CH	0
1481	M	18	CH	10
1482	F	23	CH	1
1483	F	24	CH	0
1484	M	29	CH	0
1485	M	34	CH	1
1486	M	34	CH	
1487	F	39	CH	1
1488	M	42	CH	7
1489	M	46	CH	2
1490	M	49	CH	0
1491	F	54	CH	1
1492	F	60	CH	0
1493	M	21	CH	8
1494	M	24	CH	6
1495	M	32	CH	7
1496	M	59	CH	4
1497	M	24	CH	7
1498	F	46	CH	0
1499	F	27	CH	1
1500	F	27	CH	10
1501	M	34	CH	5
1502	F	46	CH	10
1503	F	24	CH	7
1504	F	34	CH	5
1505	F	40	CH	0
1506	M	38	BE	0
1507	F	20	CH	1
1508	M	21	CH	2
1509	F	42	CH	0
1510	M	46	CH	0
1511	F	26	CH	0
1512	F	34	CH	3
1513	F	36	CH	0
1514	M	39	CH	2
1515	F	52	CH	0
1516	M	53	CH	2
1517	F	24	CH	7
1518	M	70	CH	2
1519	F	22	CH	0
1520	M	34	CH	2
1521	F	35	CH	1
1522	M	36	FR	0
1523	F	40	BE	0
1524	F	40	CH	10
1525	M	44	CH	4
1526	F	51	CH	10
1527	M	51	CH	1
1528	M	60	FR	0
1529	F	60	CH	0
1530	F	62	CH	
1531	M	42	CH	0
1532	M	26	CH	8
1533	F	67	CH	0
1534	F	36	CH	0
1535	M	36	CH	2
1536	M	17	CH	0
1537	F	32	CH	0
1538	F	38	CH	0
1539	F	36	BE	0
1540	F	20	CH	5
1541	F	20	CH	
1542	F	31	CH	3
1543	F	32	CH	10
1544	M	41	CH	9
1545	F	45	CH	4
1546	F	57	CH	0
1547	F	60	CH	0
1548	F	60	CH	
1549	M	73	CH	4
1550	M	28	CH	10
1551	F	38	CH	0
1552	F	38	CH	9
1553	M	49	CH	10
1554	M	53	CH	0
1555	F	19	CH	4
1556	F	57	CH	10
1557	M	42	CH	9
1558	M	27	CH	9
1559	M	35	CH	6
1560	F	43	CH	6
1561	M	47	CH	8
1562	F	54	CH	0
1563	F	55	CH	8
1564	F	56	CH	0
1565	M	57	CH	8
1566	F	58	CH	4
1567	F	24	CH	10
1568	F	42	CH	7
1569	M	62	CH	10
1570	M	25	CH	8
1571	F	26	CH	0
1572	M	30	CH	10
1573	F	38	CH	1
1574	F	38	CH	
1575	M	53	CH	7
1576	F	55	CH	0
1577	M	53	CH	1
1578	F	61	CH	10
1579	F	61	CH	
1580	F	22	FR	8
1581	F	25	CH	6
1582	F	25	CH	
1583	M	26	CH	5
1584	F	43	CH	10
1585	F	22	CH	0
1586	F	34	CH	5
1587	F	46	CH	0
1588	F	69	CH	0
1589	M	69	CH	5
1590	F	55	CH	8
1591	M	27	CH	9
1592	F	35	CH	10
1593	M	42	CH	2
1594	M	13	CH	7
1595	F	21	CH	6
1596	F	32	CH	7
1597	M	37	CH	0
1598	M	38	CH	8
1599	F	40	CH	5
1600	F	54	CH	3
1601	F	55	CH	8
1602	F	55	CH	5
1603	F	31	CH	3
1604	F	24	CH	8
1605	M	27	CH	10
1606	F	30	CH	2
1607	F	47	CH	0
1608	M	79	CH	0
1609	F	23	CH	0
1610	M	22	CH	3
1611	F	26	CH	10
1612	F	44	CH	0
1613	F	35	CH	10
1614	F	40	CH	
1615	F	29	CH	2
1616	M	36	CH	9
1617	F	20	CH	10
1618	M	29	CH	7
1619	F	71	CH	5
1620	M	29	CH	3
1621	M	44	CH	7
1622	F	25	CH	10
1623	M	72	CH	1
1624	F	17	CH	7
1625	F	27	LU	0
1626	F	18	CH	9
1627	M	31	CH	5
1628	M	34	CH	8
1629	F	41	CH	0
1630	F	41	CH	0
1631	F	50	CH	2
1632	M	52	CH	9
1633	M	54	CH	0
1634	F	26	CH	6
1635	M	19	CH	10
1636	F	21	CH	7
1637	F	21	CH	2
1638	M	25	CH	10
1639	M	25	CH	
1640	M	25	CH	10
1641	F	35	CH	10
1642	F	37	CH	10
1643	M	60	CH	0
1644	M	69	CH	0
1645	M	25	CH	6
1646	F	45	CH	10
1647	M	48	CH	0
1648	F	18	CH	8
1649	F	47	CH	2
1650	M	51	CH	7
1651	F	24	CH	0
1652	M	27	CH	8
1653	F	30	CH	5
1654	M	17	CH	10
1655	M	18	CH	9
1656	F	18	CH	8
1657	F	20	BE	0
1658	F	20	CH	10
1659	F	21	CH	9
1660	F	21	CH	8
1661	M	21	CH	0
1662	F	29	CH	5
1663	M	29	CH	10
1664	F	31	CH	3
1665	F	31	CH	2
1666	M	32	CH	2
1667	F	33	CH	3
1668	F	34	CH	7
1669	F	35	CH	8
1670	M	35	CH	1
1671	M	37	CH	10
1672	M	38	CH	8
1673	F	42	CH	1
1674	M	49	CH	8
1675	F	54	CH	7
1676	F	55	CH	8
1677	F	56	CH	0
1678	F	58	CH	
1679	F	58	CH	
1680	F	60	CH	0
1681	F	63	CH	0
1682	M	74	CH	3
1683	F	22	CH	8
1684	M	52	CH	1
1685	F	19	CH	8
1686	M	35	CH	8
1687	F	40	CH	10
1688	F	45	CH	0
1689	F	63	CH	0
1690	F	63	CH	
1691	M	26	FR	1
1692	F	18	CH	9
1693	F	37	CH	8
1694	F	33	CH	7
1695	F	20	CH	0
1696	F	21	CH	
1697	F	22	CH	7
1698	F	29	CH	
1699	F	32	CH	3
1700	F	32	CH	8
1701	F	38	CH	0
1702	F	52	CH	6
1703	F	54	CH	
1704	F	57	CH	0
1705	F	22	CH	10
1706	F	50	FR	2
1707	F	63	CH	0
1708	F	47	CH	0
1709	M	49	CH	7
1710	M	20	BE	0
1711	M	21	BE	0
1712	F	24	BE	0
1713	F	31	BE	0
1714	F	31	CH	10
1715	F	33	CH	1
1716	M	35	CH	10
1717	M	37	CH	8
1718	F	66	CH	2
1719	F	31	CH	8
1720	M	33	CH	10
1721	M	34	CH	8
1722	M	20	CH	1
1723	F	34	CH	4
1724	F	25	CH	1
1725	F	20	CH	10
1726	F	20	CH	0
1727	F	26	CH	1
1728	F	45	CH	2
1729	M	34	CH	1
1730	F	29	CH	8
1731	M	35	CH	8
1732	F	14	CH	0
1733	F	15	CH	0
1734	M	16	CH	0
1735	F	16	CH	0
1736	F	16	CH	0
1737	F	16	CH	0
1738	F	16	CH	
1739	F	17	CH	2
1740	F	18	CH	8
1741	M	18	CH	
1742	F	18	CH	0
1743	F	19	CH	0
1744	F	19	CH	
1745	F	19	CH	0
1746	M	19	CH	0
1747	M	20	CH	0
1748	F	20	CH	0
1749	F	20	CH	9
1750	M	20	CH	9
1751	F	20	CH	5
1752	F	21	FR	0
1753	F	21	CH	6
1754	M	21	CH	7
1755	F	22	FR	0
1756	M	22	CH	10
1757	F	22	CH	9
1758	F	22	CH	2
1759	F	22	CH	0
1760	F	22	CH	
1761	M	23	FR	0
1762	F	23	CH	8
1763	F	23	CH	0
1764	M	23	CH	8
1765	M	23	CH	6
1766	F	23	CH	5
1767	F	23	CH	8
1768	F	23	CH	9
1769	M	23	CH	4
1770	F	23	CH	0
1771	F	23	CH	0
1772	F	24	CH	4
1773	M	24	CH	0
1774	M	25	CH	10
1775	F	25	CH	
1776	F	25	CH	
1777	F	25	CH	2
1778	F	26	CH	9
1779	F	26	CH	9
1780	F	26	CH	
1781	F	27	FR	0
1782	F	27	FR	0
1783	M	27	CH	6
1784	M	27	CH	8
1785	F	27	CH	3
1786	F	27	CH	1
1787	M	27	CH	4
1788	F	27	CH	0
1789	F	27	CH	
1790	F	27	CH	0
1791	F	28	CH	0
1792	M	28	CH	0
1793	F	28	CH	1
1794	M	28	CH	1
1795	M	28	CH	10
1796	M	28	CH	8
1797	F	29	CH	2
1798	M	29	CH	3
1799	M	29	CH	
1800	F	29	CH	2
1801	F	30	CH	1
1802	M	30	CH	0
1803	M	30	CH	0
1804	M	30	CH	3
1805	M	30	CH	0
1806	M	30	CH	5
1807	F	30	CH	0
1808	M	30	CH	10
1809	F	31	FR	0
1810	F	31	CH	1
1811	F	31	CH	0
1812	M	31	CH	10
1813	M	31	CH	0
1814	M	32	CH	8
1815	F	33	FR	0
1816	M	33	CH	8
1817	M	33	CH	6
1818	F	33	CH	7
1819	F	34	CH	3
1820	M	34	CH	6
1821	F	34	CH	8
1822	F	34	CH	6
1823	M	34	CH	2
1824	F	34	CH	1
1825	M	34	CH	2
1826	M	35	FR	0
1827	F	35	CH	2
1828	F	35	CH	1
1829	M	35	CH	10
1830	M	35	CH	3
1831	M	37	CH	0
1832	M	37	CH	6
1833	F	37	CH	2
1834	F	38	CH	0
1835	M	38	CH	1
1836	F	39	CH	0
1837	F	39	CH	1
1838	F	39	CH	1
1839	F	40	CH	10
1840	F	42	CH	10
1841	M	42	CH	5
1842	F	43	FR	0
1843	F	43	CH	1
1844	F	44	CH	0
1845	F	44	CH	0
1846	F	44	CH	
1847	M	45	FR	0
1848	F	45	CH	0
1849	F	45	CH	1
1850	F	46	CH	0
1851	F	47	CH	3
1852	F	47	CH	3
1853	F	48	CH	
1854	F	49	CH	0
1855	F	49	CH	0
1856	F	50	CH	7
1857	F	51	CH	3
1858	F	52	CH	0
1859	M	52	CH	1
1860	M	52	CH	0
1861	F	52	CH	0
1862	M	53	CH	1
1863	M	53	CH	8
1864	M	55	CH	0
1865	M	56	CH	0
1866	F	58	CH	2
1867	F	59	CH	2
1868	F	59	CH	
1869	M	61	CH	5
1870	M	61	CH	0
1871	F	61	CH	0
1872	M	63	CH	5
1873	F	64	CH	0
1874	F	65	CH	0
1875	M	65	CH	0
1876	M	66	CH	1
1877	M	67	CH	3
1878	M	71	CH	10
1879	M	74	CH	0
1880	F	75	CH	0
1881	M	78	CH	0
1882	M	84	BE	0
1883	F	48	CH	0
1884	M	73	CH	2
1885	F	21	CH	2
1886	F	22	CH	10
1887	M	24	CH	3
1888	F	25	CH	10
1889	F	18	CH	2
1890	F	21	CH	2
1891	F	22	CH	5
1892	F	24	CH	4
1893	F	24	CH	1
1894	F	26	CH	8
1895	F	26	CH	
1896	M	29	CH	9
1897	F	32	CH	0
1898	F	34	CH	5
1899	F	36	CH	0
1900	F	45	CH	0
1901	F	63	CH	0
1902	F	73	CH	0
1903	F	85	CH	0
1904	F	23	CH	0
1905	F	23	CH	4
1906	M	31	CH	0
1907	F	31	CH	0
1908	M	33	CH	
1909	M	36	CH	8
1910	F	24	CH	1
1911	F	20	CH	0
1912	F	20	CH	1
1913	M	22	CH	5
1914	M	23	CH	8
1915	F	24	CH	10
1916	M	25	CH	1
1917	M	26	CH	7
1918	M	35	CH	1
1919	M	37	CH	0
1920	F	48	CH	0
1921	M	50	CH	10
1922	M	82	CH	0
1923	M	18	CH	2
1924	F	20	CH	4
1925	M	22	CH	3
1926	F	22	CH	0
1927	F	23	CH	0
1928	M	26	CH	7
1929	M	27	CH	3
1930	M	32	CH	5
1931	M	54	CH	0
1932	M	54	CH	0
1933	M	67	CH	0
1934	M	57	BE	0
1935	F	32	CH	2
1936	F	37	CH	0
1937	F	50	CH	0
1938	M	15	CH	4
1939	M	15	CH	10
1940	M	18	CH	1
1941	M	20	CH	7
1942	F	25	CH	1
1943	M	27	CH	1
1944	F	38	CH	
1945	M	40	CH	
1946	F	42	CH	0
1947	M	43	CH	1
1948	M	62	CH	0
1949	M	35	CH	6
1950	F	23	CH	1
1951	F	25	CH	3
1952	M	28	CH	5
1953	F	31	CH	7
1954	F	40	CH	4
1955	M	60	CH	0
1956	M	69	CH	5
1957	F	70	CH	5
1958	F	70	CH	
1959	M	19	CH	7
1960	F	16	CH	5
1961	F	19	CH	0
1962	M	21	CH	9
1963	F	23	CH	0
1964	M	24	CH	0
1965	F	39	CH	1
1966	M	43	CH	3
1967	F	47	CH	10
1968	M	50	CH	0
1969	F	64	CH	0
1970	F	21	CH	9
1971	F	24	CH	1
1972	F	33	CH	0
1973	F	34	CH	
1974	F	42	CH	5
1975	F	52	CH	5
1976	M	62	CH	0
1977	F	63	CH	3
1978	M	17	CH	1
1979	M	21	CH	8
1980	F	25	CH	1
1981	M	27	CH	6
1982	F	21	CH	5
1983	M	63	CH	9
1984	F	53	CH	0
1985	M	57	CH	3
1986	F	59	CH	5
1987	M	68	CH	0
1988	F	18	CH	6
1989	F	22	CH	1
1990	F	32	CH	6
1991	M	21	CH	
1992	F	23	CH	2
1993	M	28	CH	3
1994	M	48	CH	0
1995	F	52	CH	0
1996	M	19	CH	0
1997	M	24	CH	5
1998	F	25	CH	1
1999	F	25	CH	
2000	M	66	CH	1
2001	F	22	CH	
2002	F	22	CH	3
2003	F	34	CH	7
2004	M	42	CH	0
2005	M	66	CH	3
2006	F	34	CH	1
2007	F	43	CH	3
2008	F	20	CH	8
2009	F	23	CH	6
2010	M	30	CH	3
2011	F	42	CH	0
2012	F	51	CH	2
2013	M	72	CH	0
2014	M	23	CH	10
2015	F	27	CH	9
2016	F	31	CH	0
2017	M	27	CH	2
2018	F	21	CH	2
2019	F	37	CH	6
2020	F	51	CH	
2021	M	55	CH	0
2022	M	58	CH	
2023	M	59	CH	0
2024	F	63	CH	0
2025	F	19	CH	10
2026	F	22	CH	1
2027	M	27	CH	2
2028	F	29	CH	4
2029	F	31	CH	1
2030	F	46	CH	3
2031	F	49	CH	2
2032	M	67	CH	0
2033	F	36	CH	1
2034	F	39	CH	1
2035	F	22	CH	7
2036	F	22	CH	
2037	M	23	CH	10
2038	F	29	CH	2
2039	F	30	CH	6
2040	F	32	CH	4
2041	M	49	CH	3
2042	F	29	CH	4
2043	M	23	CH	10
2044	F	27	CH	1
2045	M	27	CH	
2046	F	68	CH	8
2047	M	24	FR	0
2048	F	26	FR	0
2049	F	30	FR	0
2050	F	37	FR	0
2051	M	38	FR	0
2052	M	47	FR	0
2053	F	55	FR	0
2054	M	60	FR	0
2055	M	19	CH	6
2056	M	19	CH	
2057	F	24	CH	2
2058	M	52	CH	9
2059	F	33	CH	0
2060	F	29	CH	0
2061	M	40	CH	0
2062	F	26	CH	1
2063	F	27	CH	0
2064	F	28	CH	2
2065	F	30	CH	
2066	F	32	CH	3
2067	F	34	CH	0
2068	M	65	CH	7
2069	M	19	CH	
2070	M	25	CH	10
2071	F	26	CH	3
2072	F	28	CH	1
2073	M	33	CH	10
2074	M	46	CH	0
2075	F	48	CH	10
2076	M	60	CH	8
2077	F	61	CH	0
2078	F	37	CH	0
2079	M	56	FR	0
2080	F	24	CH	1
2081	F	41	CH	0
2082	F	59	CH	0
2083	M	53	CH	3
2084	M	55	FR	0
2085	F	30	BE	0
2086	F	26	FR	0
2087	F	26	FR	0
2088	F	31	FR	0
2089	M	34	FR	0
2090	F	46	FR	0
2091	F	44	CH	1
2092	M	61	CH	0
2093	M	44	FR	0
2094	F	27	FR	0
2095	M	32	BE	0
2096	M	17	CH	3
2097	M	17	CH	
2098	M	17	CH	6
2099	M	18	CH	2
2100	F	19	CH	0
2101	F	19	CH	
2102	F	19	CH	5
2103	M	20	CH	2
2104	F	21	CH	0
2105	M	21	CH	9
2106	F	22	CH	1
2107	F	22	CH	6
2108	F	24	CH	3
2109	F	24	CH	3
2110	M	24	CH	8
2111	F	24	CH	
2112	F	25	CH	0
2113	F	27	CH	1
2114	F	27	CH	8
2115	M	27	CH	8
2116	M	28	CH	9
2117	F	28	CH	2
2118	M	28	CH	5
2119	M	28	CH	1
2120	M	28	CH	2
2121	M	30	CH	7
2122	F	31	CH	5
2123	F	31	CH	0
2124	F	31	CH	2
2125	F	31	CH	1
2126	M	35	CH	2
2127	F	35	CH	2
2128	M	36	CH	1
2129	M	37	CH	8
2130	F	37	CH	10
2131	F	39	CH	0
2132	M	42	CH	1
2133	F	43	CH	0
2134	M	43	CH	0
2135	F	43	CH	0
2136	F	44	CH	0
2137	M	45	FR	0
2138	M	45	CH	5
2139	M	50	CH	0
2140	F	50	CH	0
2141	F	50	CH	7
2142	F	51	CH	0
2143	F	51	CH	0
2144	F	53	CH	3
2145	F	54	CH	2
2146	F	54	CH	1
2147	M	57	CH	5
2148	F	58	CH	0
2149	F	62	CH	0
2150	M	64	CH	0
2151	F	65	CH	8
2152	F	70	CH	0
2153	F	70	CH	
2154	M	70	CH	1
2155	M	72	CH	0
2156	M	75	CH	7
2157	M	76	CH	5
2158	F	77	CH	
2159	F	88	CH	2
2160	M	20	FR	0
2161	F	47	FR	0
2162	F	43	CH	9
2163	M	20	CH	6
2164	M	22	CH	9
2165	M	42	CH	0
2166	M	61	CH	2
2167	F	31	CH	6
2168	F	30	CH	9
2169	F	20	CH	1
2170	F	20	CH	
2171	F	25	CH	0
2172	F	24	CH	9
2173	F	48	CH	0
2174	F	31	CH	4
2175	M	38	CH	0
2176	M	29	CH	1
2177	F	40	CH	0
2178	F	26	CH	0
2179	F	25	CH	2
2180	F	30	CH	0
2181	F	18	CH	0
2182	M	23	FR	0
2183	F	26	CH	2
2184	F	26	CH	10
2185	F	27	CH	
2186	M	28	FR	0
2187	M	28	CH	6
2188	F	31	FR	3
2189	F	31	CH	10
2190	M	34	FR	0
2191	F	37	CH	8
2192	M	38	CH	0
2193	F	40	CH	1
2194	F	42	CH	1
2195	M	42	CH	0
2196	F	43	CH	5
2197	F	47	CH	2
2198	M	49	CH	10
2199	F	49	CH	0
2200	F	52	CH	3
2201	F	54	CH	0
2202	F	58	CH	3
2203	F	59	CH	0
2204	F	60	CH	0
2205	M	60	CH	0
2206	F	60	CH	
2207	F	62	CH	0
2208	F	79	CH	0
2209	M	16	CH	8
2210	F	30	CH	10
2211	F	42	CH	10
2212	M	21	CH	9
2213	M	64	CH	6
2214	M	39	FR	0
2215	F	17	CH	1
2216	M	20	CH	0
2217	M	27	CH	0
2218	F	30	CH	1
2219	M	33	CH	1
2220	M	42	CH	3
2221	F	44	CH	0
2222	F	44	CH	1
2223	F	45	CH	0
2224	F	47	CH	1
2225	F	54	CH	0
2226	F	57	CH	0
2227	M	58	CH	0
2228	F	58	CH	5
2229	F	59	CH	0
2230	M	59	CH	0
2231	F	66	CH	8
2232	F	71	CH	3
2233	M	71	CH	0
2234	M	71	CH	0
2235	M	72	CH	0
2236	F	19	CH	0
2237	F	22	CH	
2238	F	26	CH	0
2239	F	31	CH	1
2240	M	31	CH	0
2241	F	32	CH	10
2242	M	32	CH	10
2243	F	34	CH	0
2244	F	20	CH	2
2245	M	21	CH	0
2246	F	25	CH	0
2247	F	33	CH	5
2248	M	37	CH	5
2249	M	42	CH	3
2250	F	47	CH	0
2251	F	47	CH	
2252	M	48	CH	0
2253	F	22	CH	0
2254	F	23	CH	5
2255	M	25	CH	0
2256	M	28	CH	6
2257	F	36	CH	3
2258	M	50	CH	2
2259	M	34	CH	
2260	F	31	CH	3
2261	F	25	CH	0
2262	M	82	CH	0
2263	F	26	CH	0
2264	F	22	CH	0
2265	F	38	CH	0
2266	F	49	CH	1
2267	M	50	CH	6
2268	F	64	CH	0
2269	F	18	CH	0
2270	F	18	CH	1
2271	F	21	CH	0
2272	M	24	CH	3
2273	M	30	CH	1
2274	M	65	CH	7
2275	M	20	CH	6
2276	M	21	CH	8
2277	F	22	CH	0
2278	M	26	CH	10
2279	F	33	CH	1
2280	M	41	CH	8
2281	M	42	CH	9
2282	F	48	CH	6
2283	F	49	CH	5
2284	F	54	CH	0
2285	F	38	CH	0
2286	M	62	CH	1
2287	M	44	FR	0
2288	F	25	BE	0
2289	F	20	CH	0
2290	M	84	CH	9
2291	F	21	CH	1
2292	F	21	CH	2
2293	F	28	CH	4
2294	M	41	CH	0
2295	M	50	CH	7
2296	M	58	CH	0
2297	M	20	CH	3
2298	F	28	CH	0
2299	M	53	CH	3
2300	F	55	CH	3
2301	M	70	CH	0
2302	M	41	CH	2
2303	F	26	CH	0
2304	M	19	FR	2
2305	F	24	FR	0
2306	M	33	FR	0
2307	F	19	CH	0
2308	M	38	CH	0
2309	M	55	CH	1
2310	M	72	CH	8
2311	M	32	CH	2
2312	M	19	CH	0
2313	F	21	CH	3
2314	F	21	CH	0
2315	F	22	CH	1
2316	F	31	CH	1
2317	M	40	CH	1
2318	M	54	CH	0
2319	F	56	CH	
2320	M	76	CH	1
2321	M	24	LU	0
2322	F	21	CH	1
2323	M	22	CH	10
2324	F	24	CH	10
2325	F	28	CH	0
2326	F	33	CH	1
2327	F	36	CH	0
2328	M	52	FR	
2329	F	54	CH	5
2330	F	41	CH	0
2331	M	35	CH	2
2332	M	40	CH	0
2333	F	42	CH	0
2334	M	71	CH	2
2335	F	61	CH	0
2336	F	25	CH	0
2337	F	19	CH	1
2338	F	23	CH	6
2339	F	23	CH	0
2340	F	26	CH	0
2341	M	32	CH	
2342	F	36	CH	0
2343	M	46	CH	0
2344	F	52	CH	0
2345	M	58	CH	
2346	M	59	CH	0
2347	M	71	CH	5
2348	F	24	CH	0
2349	F	39	CH	0
2350	F	20	CH	0
2351	M	29	CH	0
2352	M	19	CH	2
2353	F	19	CH	1
2354	M	19	CH	
2355	M	22	CH	0
2356	F	23	CH	0
2357	M	24	CH	7
2358	F	24	CH	0
2359	F	25	CH	5
2360	F	26	FR	0
2361	F	26	CH	0
2362	F	28	CH	0
2363	M	32	CH	0
2364	M	39	CH	6
2365	M	39	CH	1
2366	M	42	CH	
2367	M	46	CH	2
2368	M	54	CH	0
2369	F	55	CH	0
2370	M	59	CH	1
2371	F	22	CH	0
2372	M	26	CH	7
2373	F	21	CH	0
2374	F	20	CH	1
2375	F	25	CH	0
2376	F	35	CH	0
2377	F	39	CH	0
2378	M	57	CH	2
2379	F	27	CH	3
2380	F	30	CH	3
2381	M	26	CH	1
2382	F	69	CH	0
2383	F	15	CH	1
2384	F	15	CH	
2385	F	25	FR	0
2386	F	26	CH	2
2387	F	27	CH	0
2388	F	28	CH	0
2389	M	33	CH	3
2390	F	53	CH	0
2391	F	67	CH	0
2392	M	24	FR	0
2393	F	19	CH	0
2394	F	49	CH	0
2395	F	60	CH	0
2396	F	63	CH	0
2397	M	65	CH	0
2398	M	23	CH	0
2399	F	24	CH	0
2400	M	49	CH	0
2401	F	22	CH	0
2402	F	33	CH	0
2403	F	47	CH	0
2404	F	32	CH	0
2405	F	28	FR	0
2406	M	28	FR	
2407	F	25	CH	0
2408	M	63	FR	0
2409	F	19	CH	0
2410	M	20	CH	0
2411	M	21	CH	0
2412	M	21	CH	1
2413	M	24	CH	0
2414	M	25	CH	6
2415	F	26	CH	0
2416	M	28	CH	0
2417	F	32	CH	0
